329,当年，总是找机会向她要一根头发，后来，毕业，就再也没见过了
330,你永远都是一场梦   从开始到最后始终就一直是
331,多想像从前那样，不认识你
332,我真的很爱她，很想她。这是她最喜欢的歌也是她唱的最好的歌。她让我在爱情里学会的事情，我偏要让她享受到这本就该属于她的温柔。所以，我会好好生活，期待与她重新认识。
333,人总是在不成熟时去伤害彼此，不过总会在多年之后去后悔
334,令人心痛的是，当你已经知道真相，他却当着你的面撒谎。
335,嗯
336,“耶✌唱的好听吧?！”
337,后来，我不再拘束于是否有你
338,人都是在不成熟时互相伤害彼此啊
339,我敢在你的怀里孤独
340,每次从好哥们哪里听到你的信息  心总会颤抖下    你说过一别两欢，各生欢喜。  我放下了可能过年就要相亲结婚了找一个自己不喜欢的人在一起 浑浑噩噩过一生  下辈子我希望老天别让我遇见你  
341,让我不明白的是，我为啥搜索00年，搜索到这首歌，而身边都80.90后再唱[呆]
342,第一眼以为是你和你的弟弟[奸笑][奸笑]
343,"我:为什么会一直梦到同一个人
百度:她也在想你
我愣了几秒，原来他们说的百度会骗人是真的"
344,2000年毕业，到如今19年了，我都没有见过她。不过偶尔听旁人提前或突然想到她那个名字，我仍然会有心跳加速的感觉
345,我还是不傻傻地来评论了，
346,初闻不知曲中意，如今已是曲中人。这首歌听认真了会哭！
347,要么愚笨，要么转身[哀伤]
348,后来
349,笑死我了我的妈呀
350,为什么啊？都相爱为什么不能在一起   为什么啊？总是有那么多考验 为什么啊？人心就变的那么快 为什么啊？爱一个人不能爱到尽头
351,都说人这一辈子，最怕忽然听懂一首歌。不是听懂了歌里的世界，而是就突然看懂了自己的曾经。每个人心底里都有一首歌，未必是和某个人有关，而是怀念当年的那个自己，那个回不去的自己。
352,自我们初遇起 你便是我年少所有欢喜悲伤 .
353,他不会再回来了
354,对不起，那个有点可爱的黑炭少年，也许就这样了吧[哀伤]
355,后来  可能就没有后来了吧
356,明年我希望找个女朋友
357,我以为把你给忘了 差不多有个五六年了吧 但听到这歌在公交车上哭了 一千多公里了 错过就错过吧 
358,后来，我们，没有在相遇。
359,扎心
360,谢谢啊
